,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
134,Brandon Clarke,PF,23,MEM,58,4,1300,8.2,13.3,.618,0.6,1.8,.359,7.6,11.5,.658,2.4,3.1,.759,2.5,7.0,9.6,2.2,0.9,1.3,1.5,2.8,19.4
135,Jordan Clarkson,SG,27,TOT,71,2,1705,8.3,18.3,.454,3.2,8.7,.368,5.1,9.6,.533,2.9,3.5,.836,1.1,2.9,3.9,2.9,1.0,0.3,2.0,2.3,22.8
136,Jordan Clarkson,SG,27,CLE,29,0,666,7.8,17.6,.442,3.2,8.6,.371,4.6,9.0,.509,4.1,4.6,.884,1.1,2.6,3.7,3.8,0.9,0.4,2.1,1.8,22.9
137,Jordan Clarkson,SG,27,UTA,42,2,1039,8.7,18.7,.462,3.2,8.8,.366,5.4,9.9,.547,2.1,2.7,.785,1.0,3.1,4.1,2.3,1.0,0.3,2.0,2.6,22.7
138,Nicolas Claxton,PF,20,BRK,15,0,187,5.2,9.2,.563,0.2,1.3,.143,5.0,7.9,.634,2.1,4.0,.524,3.7,4.8,8.5,3.1,0.2,1.5,1.7,2.7,12.7
139,Chris Clemons,SG,22,HOU,33,0,291,7.1,17.6,.401,4.6,13.2,.346,2.5,4.3,.571,1.2,1.4,.909,0.5,3.2,3.7,3.3,1.1,0.7,2.4,3.2,19.9
140,Antonius Cleveland,SG,25,DAL,11,0,46,3.1,11.0,.286,0.0,2.3,.000,3.1,8.6,.364,2.3,3.9,.600,1.6,3.9,5.5,0.8,0.8,2.3,1.6,6.3,8.6
141,Amir Coffey,SG,22,LAC,18,1,159,5.2,12.2,.426,1.4,4.3,.316,3.8,7.9,.486,1.4,2.5,.545,0.9,2.7,3.6,3.2,1.1,0.5,1.8,4.5,13.1
142,John Collins,PF,22,ATL,41,41,1363,9.3,16.0,.583,1.6,3.9,.401,7.8,12.1,.642,3.2,4.0,.800,3.1,7.9,11.0,1.6,0.8,1.7,2.0,3.6,23.4
143,Zach Collins,PF,22,POR,11,11,290,4.0,8.4,.471,0.9,2.4,.368,3.1,6.1,.510,0.7,1.0,.750,3.1,5.5,8.6,2.0,0.6,0.6,1.7,4.5,9.6
144,Mike Conley,PG,32,UTA,47,41,1363,6.1,15.0,.409,2.5,6.8,.375,3.6,8.2,.437,3.0,3.7,.827,0.9,3.1,4.0,5.5,1.0,0.1,2.4,2.7,17.8
145,Pat Connaughton,SG,27,MIL,67,4,1243,4.0,8.7,.455,1.6,4.8,.331,2.4,3.9,.607,0.9,1.2,.775,1.7,6.5,8.2,3.1,0.7,0.9,1.5,2.0,10.4
146,Quinn Cook,PG,26,LAL,44,1,508,6.4,15.2,.425,2.2,6.0,.365,4.3,9.1,.465,0.8,1.0,.786,0.8,2.8,3.6,3.5,0.9,0.1,2.3,1.9,15.9
147,Tyler Cook,PF,22,TOT,13,0,54,5.3,8.0,.667,0.0,0.0,,5.3,8.0,.667,4.7,5.3,.875,4.0,5.3,9.3,0.7,2.0,0.0,2.0,3.3,15.3
148,Tyler Cook,PF,22,CLE,11,0,35,7.2,10.3,.700,0.0,0.0,,7.2,10.3,.700,5.1,6.2,.833,4.1,6.2,10.3,1.0,1.0,0.0,1.0,4.1,19.5
149,Tyler Cook,PF,22,DEN,2,0,19,1.9,3.8,.500,0.0,0.0,,1.9,3.8,.500,3.8,3.8,1.000,3.8,3.8,7.6,0.0,3.8,0.0,3.8,1.9,7.6
150,Robert Covington,PF-C,29,TOT,70,68,2137,5.1,12.2,.422,2.7,8.1,.335,2.4,4.1,.593,1.7,2.1,.798,1.1,6.7,7.8,1.5,1.9,1.6,1.7,3.7,14.7
151,Robert Covington,PF,29,MIN,48,47,1411,5.5,12.7,.435,2.8,8.0,.346,2.8,4.7,.587,1.9,2.4,.798,0.9,6.4,7.3,1.4,2.0,1.1,1.9,3.8,15.7
152,Robert Covington,C,29,HOU,22,21,726,4.4,11.3,.392,2.6,8.3,.315,1.8,2.9,.610,1.2,1.5,.800,1.3,7.4,8.7,1.6,1.7,2.4,1.5,3.6,12.6
153,Allen Crabbe,SG,27,TOT,37,1,653,3.5,9.8,.356,2.0,6.6,.303,1.5,3.2,.466,0.6,0.8,.714,0.6,3.6,4.2,1.8,0.8,0.2,0.9,2.6,9.5
154,Allen Crabbe,SG,27,ATL,28,1,522,3.6,9.9,.364,2.1,6.4,.323,1.5,3.4,.440,0.6,0.8,.750,0.7,3.8,4.5,1.9,1.0,0.3,0.8,2.5,9.9
155,Allen Crabbe,SG,27,MIN,9,0,131,3.0,9.3,.324,1.6,7.1,.231,1.4,2.2,.625,0.3,0.5,.500,0.3,3.0,3.3,1.4,0.0,0.0,1.4,3.0,8.0
156,Torrey Craig,SF,29,DEN,58,27,1072,4.2,9.0,.461,1.5,4.6,.326,2.7,4.4,.603,0.7,1.2,.611,2.1,4.2,6.3,1.6,0.8,1.2,0.8,4.5,10.6
157,Jamal Crawford,SG,39,BRK,1,0,6,12.0,24.0,.500,6.0,12.0,.500,6.0,12.0,.500,0.0,0.0,,0.0,0.0,0.0,18.0,0.0,0.0,0.0,6.0,30.0
158,Jae Crowder,SF,29,TOT,65,53,1875,4.3,10.8,.401,2.6,7.6,.343,1.7,3.2,.538,1.9,2.4,.776,1.0,6.4,7.4,3.1,1.4,0.5,1.3,2.7,13.1
159,Jae Crowder,SF,29,MEM,45,45,1322,4.0,10.9,.368,2.1,7.2,.293,1.9,3.6,.519,2.0,2.6,.789,1.1,6.5,7.5,3.4,1.3,0.4,1.5,2.3,12.2
160,Jae Crowder,SF,29,MIA,20,8,553,5.1,10.7,.482,3.7,8.3,.445,1.4,2.3,.611,1.4,2.0,.733,0.8,6.2,7.0,2.3,1.6,0.7,1.0,3.8,15.4
161,Jarrett Culver,SG,20,MIN,63,35,1506,5.5,13.6,.404,1.6,5.3,.299,3.9,8.3,.471,1.3,2.8,.462,1.7,3.4,5.1,2.6,1.4,0.9,1.9,3.0,13.9
162,Seth Curry,SG,29,DAL,64,25,1576,6.5,13.1,.495,3.3,7.3,.452,3.2,5.8,.549,1.8,2.2,.825,0.6,2.7,3.3,2.8,0.9,0.2,1.4,2.6,18.1
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Stephen Curry,PG,31,GSW,5,5,139,8.5,21.2,.402,3.1,12.7,.245,5.4,8.5,.636,6.7,6.7,1.000,1.0,5.7,6.7,8.5,1.3,0.5,4.1,2.8,26.9
165,Troy Daniels,SG,28,TOT,47,0,532,4.9,12.6,.387,3.1,8.9,.348,1.8,3.7,.481,0.7,1.1,.625,0.8,2.7,3.5,1.2,0.7,0.2,0.8,2.5,13.5
166,Troy Daniels,SG,28,LAL,41,0,456,4.9,12.5,.392,3.2,8.8,.357,1.7,3.6,.478,0.8,1.3,.625,0.9,2.7,3.6,1.1,0.6,0.2,0.7,2.4,13.7
167,Troy Daniels,SG,28,DEN,6,0,76,4.7,13.3,.357,2.8,9.5,.300,1.9,3.8,.500,0.0,0.0,,0.0,2.8,2.8,1.4,1.4,0.0,1.4,3.3,12.3
168,Anthony Davis,PF,26,LAL,62,62,2131,9.3,18.5,.503,1.2,3.7,.330,8.1,14.8,.546,7.5,8.9,.846,2.4,7.3,9.7,3.4,1.5,2.4,2.6,2.6,27.3
169,Ed Davis,C,30,UTA,28,1,303,2.6,5.5,.478,0.0,0.0,,2.6,5.5,.478,0.8,1.7,.500,4.2,8.3,12.5,1.4,1.3,1.1,1.5,7.2,6.1
170,Terence Davis,SG,22,TOR,72,4,1209,5.9,13.0,.456,2.8,7.2,.388,3.1,5.8,.541,1.5,1.8,.864,1.5,5.6,7.1,3.4,1.2,0.4,2.3,3.7,16.2
171,Dewayne Dedmon,C,30,TOT,44,18,774,4.7,11.9,.400,1.0,5.0,.206,3.7,6.9,.541,1.4,1.7,.833,2.8,8.8,11.6,1.0,1.2,1.9,2.7,6.2,11.9
172,Dewayne Dedmon,C,30,SAC,34,10,541,4.6,11.4,.404,0.9,4.7,.197,3.7,6.7,.550,1.5,1.9,.821,3.1,8.1,11.1,1.0,1.0,1.7,3.1,6.2,11.6
173,Dewayne Dedmon,C,30,ATL,10,8,233,5.1,13.0,.393,1.2,5.6,.222,3.9,7.4,.521,1.1,1.2,.875,2.2,10.5,12.7,1.1,1.5,2.3,1.5,6.2,12.5
174,Matthew Dellavedova,PG,29,CLE,57,4,821,2.7,7.7,.354,0.9,4.0,.231,1.8,3.7,.488,1.4,1.6,.865,0.8,2.5,3.3,7.9,0.9,0.1,2.6,3.4,7.8
175,DeMar DeRozan,SF,30,SAS,68,68,2316,8.7,16.3,.531,0.1,0.5,.257,8.5,15.8,.540,5.9,7.0,.845,0.7,5.1,5.8,5.9,1.1,0.3,2.5,2.8,23.4
176,Cheick Diallo,C,23,PHO,47,2,479,6.9,10.7,.648,0.1,0.2,.333,6.8,10.4,.655,2.6,2.9,.872,2.3,7.6,9.8,1.7,0.8,0.9,2.4,4.1,16.5
177,Hamidou Diallo,SF,21,OKC,46,3,896,5.3,11.9,.446,0.6,2.3,.281,4.7,9.6,.485,1.5,2.5,.603,1.8,4.9,6.7,1.4,1.5,0.4,2.0,4.1,12.8
178,Gorgui Dieng,C,30,TOT,63,17,1096,5.5,12.0,.456,1.8,5.0,.355,3.7,7.0,.528,2.6,3.3,.772,3.0,8.6,11.6,2.4,1.7,1.9,2.0,4.1,15.2
179,Gorgui Dieng,C,30,MIN,46,17,778,5.7,12.8,.448,2.1,5.6,.383,3.6,7.3,.497,2.2,2.7,.797,3.4,8.5,11.8,2.7,1.7,1.9,2.0,4.1,15.8
180,Gorgui Dieng,C,30,MEM,17,0,318,4.8,9.8,.483,0.9,3.6,.250,3.8,6.2,.618,3.5,4.8,.738,2.0,9.1,11.1,1.7,1.6,1.9,1.8,4.0,13.9
181,Spencer Dinwiddie,SG,26,BRK,64,49,1994,7.7,18.4,.415,2.2,7.2,.308,5.4,11.2,.485,6.3,8.1,.778,0.6,3.4,4.0,7.8,0.7,0.4,3.1,3.2,23.8
182,Donte DiVincenzo,SG,23,MIL,66,24,1520,5.5,12.1,.455,2.0,5.9,.336,3.5,6.2,.567,1.5,2.0,.733,1.6,6.0,7.5,3.6,2.0,0.5,2.1,2.7,14.4
183,Luka Dončić,PG,20,DAL,61,61,2047,10.2,22.1,.463,3.0,9.5,.316,7.2,12.6,.574,7.5,9.9,.758,1.4,8.7,10.1,9.5,1.1,0.2,4.6,2.7,30.9
184,Luguentz Dort,SG,20,OKC,36,28,820,3.8,9.6,.394,1.3,4.4,.297,2.5,5.1,.479,1.8,2.3,.792,1.1,2.5,3.6,1.2,1.4,0.2,1.0,4.3,10.7
185,Damyean Dotson,SG,25,NYK,48,0,836,5.2,12.5,.414,2.5,7.0,.362,2.6,5.5,.480,0.9,1.4,.667,0.4,3.5,3.9,2.5,1.0,0.2,0.9,1.9,13.8
186,Sekou Doumbouya,SF,19,DET,38,19,754,4.4,11.3,.390,1.3,4.7,.286,3.1,6.6,.464,1.5,2.2,.674,1.0,4.7,5.6,0.9,1.0,0.4,1.7,3.8,11.6
187,PJ Dozier,PG,23,DEN,29,0,412,5.7,13.7,.414,1.5,4.3,.347,4.2,9.4,.444,1.8,2.5,.724,0.9,3.9,4.8,5.5,1.2,0.5,2.4,3.9,14.7
188,Goran Dragić,PG,33,MIA,59,3,1663,6.9,15.7,.441,2.7,7.3,.367,4.2,8.4,.505,4.1,5.3,.776,0.6,3.4,4.0,6.5,0.9,0.2,3.1,2.7,20.6
189,Andre Drummond,C,26,TOT,57,56,1879,8.0,15.0,.533,0.1,0.7,.143,7.9,14.4,.551,3.2,5.6,.575,4.8,11.8,16.6,2.9,2.1,1.8,3.9,3.9,19.4
190,Andre Drummond,C,26,DET,49,48,1654,7.8,14.8,.530,0.0,0.5,.048,7.8,14.3,.546,3.2,5.6,.584,4.9,11.9,16.9,3.0,2.1,1.8,3.8,3.8,18.9
191,Andre Drummond,C,26,CLE,8,8,225,9.3,16.8,.552,0.6,2.2,.286,8.6,14.6,.593,3.2,6.2,.513,3.8,10.4,14.2,2.2,1.9,1.8,4.6,4.0,22.4
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Jared Dudley,SF,34,LAL,45,1,364,2.4,5.9,.400,1.8,4.2,.429,0.6,1.8,.333,0.2,0.2,1.000,0.6,4.5,5.1,2.8,1.5,0.3,0.8,4.1,6.7
194,Kris Dunn,PG,25,CHI,51,32,1269,4.3,9.7,.444,0.8,3.2,.259,3.5,6.5,.535,1.1,1.5,.741,0.7,4.6,5.3,4.9,2.9,0.5,1.9,4.5,10.6
195,Carsen Edwards,SG,21,BOS,37,0,351,4.3,13.1,.328,2.5,7.8,.316,1.8,5.3,.346,1.3,1.9,.684,0.6,4.2,4.8,2.5,1.2,0.4,1.5,3.5,12.4
196,Henry Ellenson,PF,23,BRK,5,0,15,2.4,16.8,.143,0.0,9.6,.000,2.4,7.2,.333,0.0,0.0,,4.8,9.6,14.4,2.4,0.0,0.0,0.0,2.4,4.8
197,Wayne Ellington,SG,32,NYK,36,1,558,3.9,11.2,.351,3.2,9.2,.350,0.7,2.0,.355,0.7,0.8,.846,0.3,3.9,4.2,2.8,0.8,0.3,1.2,2.6,11.8
198,Joel Embiid,C,25,PHI,51,51,1506,9.1,19.1,.477,1.4,4.1,.331,7.8,15.0,.517,8.4,10.4,.807,3.4,10.8,14.2,3.6,1.1,1.6,3.8,4.2,28.0
199,James Ennis,SF,29,TOT,69,18,1265,4.6,10.2,.446,1.6,4.8,.325,3.0,5.4,.553,2.2,2.8,.806,2.0,5.0,7.0,1.8,1.0,0.6,1.7,3.9,12.9
200,James Ennis,SF,29,PHI,49,0,776,4.6,10.5,.442,1.7,4.9,.349,2.9,5.6,.525,2.2,2.8,.787,2.2,4.7,7.0,1.9,1.1,0.6,1.4,3.9,13.2
201,James Ennis,SF,29,ORL,20,18,489,4.4,9.8,.451,1.3,4.6,.286,3.1,5.2,.600,2.3,2.7,.838,1.7,5.3,7.0,1.6,0.9,0.6,2.0,3.8,12.4
202,Drew Eubanks,PF,22,SAS,22,3,272,5.7,8.9,.642,0.1,0.1,1.000,5.6,8.7,.636,2.6,3.4,.769,3.7,7.5,11.3,2.0,0.7,2.3,2.8,4.9,14.2
203,Jacob Evans,SG,22,TOT,29,1,418,3.9,11.5,.336,1.1,3.4,.333,2.8,8.2,.337,2.2,2.5,.862,0.8,2.8,3.5,2.7,0.9,1.0,2.2,3.5,11.0
204,Jacob Evans,SG,22,GSW,27,1,414,3.9,11.6,.338,1.1,3.3,.342,2.8,8.3,.337,2.2,2.5,.862,0.8,2.8,3.6,2.7,1.0,1.0,2.2,3.6,11.1
205,Jacob Evans,SG,22,MIN,2,0,4,0.0,9.0,.000,0.0,9.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Dante Exum,SG,24,TOT,35,1,485,4.2,8.8,.471,1.1,3.2,.349,3.0,5.6,.539,2.4,3.2,.744,0.9,4.1,5.0,3.0,1.0,0.6,2.3,2.8,11.8
207,Dante Exum,SG,24,UTA,11,0,83,4.3,10.0,.435,0.9,2.6,.333,3.5,7.4,.471,0.9,0.9,1.000,1.3,3.9,5.2,3.0,0.4,0.9,4.3,3.5,10.4
208,Dante Exum,SG,24,CLE,24,1,402,4.1,8.6,.479,1.2,3.3,.351,3.0,5.3,.559,2.7,3.7,.732,0.8,4.1,4.9,3.0,1.1,0.5,1.9,2.7,12.1
209,Tacko Fall,C,24,BOS,7,0,33,12.0,15.3,.786,0.0,0.0,,12.0,15.3,.786,1.1,3.3,.333,1.1,15.3,16.4,1.1,1.1,4.4,3.3,7.6,25.1
210,Derrick Favors,C,28,NOP,51,49,1243,6.1,9.8,.617,0.0,0.2,.143,6.0,9.6,.627,1.2,2.1,.563,4.7,9.8,14.5,2.3,0.9,1.3,1.6,3.1,13.3
211,Cristiano Felício,PF,27,CHI,22,0,386,3.2,5.0,.630,0.0,0.2,.000,3.2,4.8,.654,1.7,2.1,.783,5.1,4.4,9.5,1.5,0.9,0.2,1.7,3.2,8.0
212,Terrance Ferguson,SF,21,OKC,56,38,1257,2.2,6.3,.355,1.4,4.8,.292,0.8,1.5,.558,0.4,0.6,.750,0.7,1.5,2.1,1.5,0.8,0.5,0.9,4.4,6.3
213,Bruno Fernando,C,21,ATL,56,13,713,5.2,10.0,.518,0.3,1.9,.135,4.9,8.2,.605,1.5,2.6,.569,3.4,6.6,10.0,2.5,0.9,0.9,2.1,5.4,12.1
214,Yogi Ferrell,PG,26,SAC,50,0,530,5.4,12.8,.420,1.6,5.4,.304,3.7,7.4,.505,2.4,2.9,.857,0.4,2.9,3.3,4.7,1.2,0.3,1.9,2.6,14.8
215,Dorian Finney-Smith,PF,26,DAL,71,68,2120,4.1,8.9,.466,1.9,5.1,.376,2.2,3.7,.589,1.3,1.8,.722,2.5,4.4,6.9,1.9,0.8,0.7,1.2,3.0,11.5
216,Bryn Forbes,SG,26,SAS,63,62,1579,5.5,13.2,.417,3.4,8.7,.388,2.1,4.6,.470,1.7,2.1,.833,0.3,2.6,2.9,2.5,0.8,0.0,1.3,2.6,16.1
217,Evan Fournier,SG,27,ORL,66,66,2076,7.5,16.1,.467,3.0,7.5,.399,4.5,8.6,.527,3.1,3.8,.818,0.3,2.7,3.0,3.6,1.2,0.3,2.2,2.8,21.2
218,De'Aaron Fox,PG,22,SAC,51,49,1634,8.6,18.0,.480,1.2,4.1,.292,7.4,13.9,.535,5.3,7.5,.705,0.8,3.5,4.3,7.7,1.6,0.6,3.5,3.2,23.7
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Melvin Frazier,SG,23,ORL,19,0,126,4.3,9.7,.441,2.3,4.6,.500,2.0,5.1,.389,0.6,1.1,.500,0.6,2.3,2.9,0.9,2.6,0.6,1.4,3.1,11.4
221,Michael Frazier,SG,25,HOU,13,0,145,1.7,7.2,.241,1.0,5.7,.174,0.7,1.5,.500,2.2,3.5,.643,0.2,2.2,2.5,0.5,0.5,0.0,1.2,5.5,6.7
222,Tim Frazier,PG,29,DET,27,11,355,3.4,9.5,.362,1.0,3.0,.333,2.4,6.5,.375,1.9,2.4,.792,0.9,2.4,3.3,9.4,1.4,0.4,3.7,4.3,9.8
223,Markelle Fultz,PG,21,ORL,72,60,1996,6.5,13.9,.465,0.6,2.4,.267,5.8,11.5,.507,2.1,2.9,.730,0.7,3.6,4.3,6.7,1.6,0.2,2.7,2.6,15.7
224,Wenyen Gabriel,PF,22,TOT,30,1,235,3.2,7.4,.438,0.9,3.1,.300,2.3,4.3,.536,2.3,3.4,.682,3.2,4.7,8.0,1.2,1.7,1.1,2.5,6.0,9.7
225,Wenyen Gabriel,PF,22,SAC,11,0,61,3.5,10.0,.353,0.6,4.7,.125,3.0,5.3,.556,3.5,5.9,.600,2.4,3.5,5.9,1.8,1.8,1.2,3.0,4.1,11.2
226,Wenyen Gabriel,PF,22,POR,19,1,174,3.1,6.4,.484,1.0,2.5,.417,2.1,3.9,.526,1.9,2.5,.750,3.5,5.2,8.7,1.0,1.7,1.0,2.3,6.6,9.1
227,Daniel Gafford,C,21,CHI,43,7,609,5.6,7.9,.701,0.0,0.0,,5.6,7.9,.701,1.9,3.5,.533,3.1,3.2,6.3,1.2,0.8,3.3,1.7,5.8,13.0
228,Danilo Gallinari,PF,31,OKC,62,62,1834,7.0,16.0,.438,3.5,8.6,.405,3.5,7.4,.476,5.2,5.8,.893,0.7,5.7,6.3,2.3,0.8,0.1,1.5,1.5,22.8
229,Langston Galloway,SG,28,DET,66,6,1702,5.0,11.5,.435,2.8,7.0,.399,2.2,4.5,.493,1.5,1.8,.859,0.7,2.5,3.2,2.1,1.0,0.2,0.8,2.0,14.3
230,Darius Garland,PG,20,CLE,59,59,1824,5.5,13.8,.401,2.1,5.8,.355,3.5,8.0,.434,1.2,1.4,.875,0.5,1.7,2.2,4.5,0.8,0.1,3.0,1.8,14.4
231,Marc Gasol,C,35,TOR,44,43,1161,3.7,8.7,.427,1.8,4.6,.385,1.9,4.1,.473,1.1,1.5,.735,1.0,7.6,8.5,4.6,1.1,1.2,1.8,3.8,10.3
232,Rudy Gay,PF,33,SAS,67,5,1461,6.6,14.7,.446,1.8,5.4,.336,4.7,9.3,.511,3.0,3.4,.882,1.5,7.4,8.9,2.8,0.9,0.8,2.2,2.5,17.9
233,Paul George,SF,29,LAC,48,48,1419,8.7,19.8,.439,4.0,9.7,.412,4.7,10.2,.464,4.8,5.5,.876,0.6,6.3,6.9,4.7,1.7,0.5,3.2,2.9,26.2
234,Taj Gibson,C,34,NYK,62,56,1025,5.9,10.0,.584,0.1,0.5,.286,5.7,9.6,.599,1.4,2.0,.732,3.9,5.5,9.4,1.8,0.9,1.1,1.7,4.3,13.3
235,Harry Giles,PF,21,SAC,46,17,667,7.5,13.5,.554,0.0,0.1,.000,7.5,13.4,.558,2.1,2.6,.776,2.3,7.8,10.1,3.2,1.2,1.0,2.4,6.4,17.1
236,Shai Gilgeous-Alexander,SG,21,OKC,70,70,2428,7.1,15.0,.471,1.3,3.7,.347,5.8,11.3,.512,4.3,5.3,.807,0.7,5.4,6.1,3.4,1.2,0.7,2.0,1.7,19.7
237,Rudy Gobert,C,27,UTA,68,68,2333,6.0,8.6,.693,0.0,0.0,,6.0,8.6,.693,3.9,6.2,.630,3.5,10.6,14.1,1.6,0.8,2.1,2.0,3.3,15.8
238,Brandon Goodwin,PG,24,ATL,34,1,430,6.4,15.9,.400,2.2,7.3,.299,4.2,8.6,.485,2.3,2.5,.933,0.9,5.1,6.0,4.3,1.0,0.3,2.4,3.6,17.2
239,Aaron Gordon,PF,24,ORL,62,62,2017,6.0,13.7,.437,1.3,4.2,.308,4.7,9.5,.494,2.7,4.0,.674,1.9,6.6,8.5,4.1,0.9,0.7,1.8,2.2,16.0
240,Eric Gordon,SF,31,HOU,36,15,1016,6.1,16.4,.369,3.4,10.7,.317,2.7,5.7,.469,2.9,3.8,.766,0.3,2.2,2.5,1.9,0.8,0.5,1.5,2.5,18.4
241,Devonte' Graham,PG,24,CHO,63,53,2211,6.0,15.7,.382,3.5,9.5,.373,2.4,6.2,.397,3.1,3.8,.820,0.7,2.8,3.5,7.7,1.0,0.2,2.9,1.9,18.6
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Treveon Graham,SG,26,TOT,55,20,929,3.4,9.4,.360,1.3,4.7,.275,2.1,4.7,.443,1.4,2.2,.643,2.0,3.8,5.8,1.7,0.9,0.2,1.1,4.0,9.4
244,Treveon Graham,SG,26,MIN,33,20,663,3.4,9.5,.354,1.1,4.5,.241,2.3,5.0,.457,1.5,2.0,.730,1.6,3.9,5.4,1.6,0.9,0.1,1.0,3.6,9.3
245,Treveon Graham,SG,26,ATL,22,0,266,3.4,9.1,.373,1.8,5.0,.351,1.6,4.1,.400,1.2,2.6,.474,3.0,3.8,6.8,2.0,0.9,0.5,1.4,4.9,9.7
246,Jerami Grant,PF,25,DEN,71,24,1892,5.8,12.1,.478,1.9,4.8,.389,3.9,7.3,.537,2.8,3.7,.750,1.1,3.6,4.7,1.7,1.0,1.1,1.2,2.9,16.2
247,Jerian Grant,PG,27,WAS,6,0,80,4.5,12.2,.370,0.9,3.6,.250,3.6,8.6,.421,2.3,3.2,.714,0.9,1.8,2.7,4.1,0.5,0.5,1.4,5.0,12.2
248,Josh Gray,PG,26,NOP,2,0,23,1.6,3.1,.500,0.0,0.0,,1.6,3.1,.500,0.0,0.0,,1.6,1.6,3.1,3.1,0.0,0.0,7.8,1.6,3.1
249,Danny Green,SG,32,LAL,68,68,1687,4.2,10.1,.416,2.6,7.0,.367,1.6,3.1,.524,0.7,1.0,.688,1.1,3.7,4.8,1.9,1.8,0.7,1.3,2.9,11.7
250,Draymond Green,PF,29,GSW,43,43,1222,3.6,9.3,.389,1.1,3.8,.279,2.6,5.5,.465,1.9,2.4,.759,0.7,7.2,7.8,7.8,1.7,1.0,2.9,3.2,10.2
251,JaMychal Green,PF,29,LAC,63,1,1307,4.2,9.7,.429,2.5,6.6,.387,1.6,3.1,.518,1.0,1.3,.750,2.1,8.6,10.7,1.3,0.8,0.7,1.5,4.8,11.8
252,Javonte Green,SF,26,BOS,48,2,468,4.8,9.7,.500,0.7,2.5,.273,4.2,7.2,.581,2.2,3.2,.667,1.8,5.3,7.2,2.0,1.8,0.6,1.8,3.3,12.5
253,Jeff Green,PF-C,33,TOT,48,4,960,6.0,12.9,.462,2.3,6.9,.339,3.6,6.0,.602,2.7,3.4,.802,0.9,4.1,5.0,1.9,1.0,0.7,1.6,3.3,17.0
254,Jeff Green,PF,33,UTA,30,2,553,4.9,12.7,.385,2.2,6.8,.327,2.7,5.9,.451,3.2,4.1,.778,0.9,4.4,5.3,1.3,0.8,0.7,1.8,3.0,15.2
255,Jeff Green,C,33,HOU,18,2,407,7.4,13.2,.564,2.5,7.0,.354,5.0,6.2,.800,2.1,2.5,.857,0.9,3.7,4.6,2.7,1.2,0.8,1.3,3.8,19.5
256,Blake Griffin,PF,30,DET,18,18,512,6.2,17.6,.352,1.9,7.8,.243,4.3,9.8,.439,5.3,6.9,.776,1.2,4.7,5.9,4.1,0.5,0.5,2.8,1.9,19.6
257,Marko Guduric,SG,24,MEM,44,0,484,4.6,11.7,.395,1.9,6.2,.301,2.8,5.5,.500,1.8,1.9,.923,1.0,4.4,5.4,3.3,0.9,0.6,2.7,2.5,12.9
258,Kyle Guy,SG,22,SAC,3,0,10,7.2,18.0,.400,0.0,10.8,.000,7.2,7.2,1.000,0.0,0.0,,0.0,3.6,3.6,3.6,0.0,0.0,0.0,3.6,14.4
259,Rui Hachimura,PF,21,WAS,48,48,1444,6.3,13.6,.466,0.6,2.2,.287,5.7,11.4,.500,2.9,3.5,.829,1.9,5.4,7.3,2.2,0.9,0.2,1.3,2.6,16.2
260,Devon Hall,SG,24,OKC,11,0,81,2.7,13.3,.200,1.8,7.6,.235,0.9,5.8,.154,1.8,3.6,.500,0.9,2.2,3.1,5.8,1.8,0.4,2.2,2.7,8.9
261,Donta Hall,PF,22,TOT,9,0,133,4.1,6.0,.682,0.0,0.0,,4.1,6.0,.682,2.4,4.9,.500,3.8,6.5,10.3,1.1,0.8,1.6,1.4,6.2,10.6
262,Donta Hall,PF,22,DET,4,0,48,0.7,3.0,.250,0.0,0.0,,0.7,3.0,.250,3.0,4.5,.667,4.5,6.8,11.3,1.5,0.7,0.7,1.5,6.8,4.5
263,Donta Hall,PF,22,BRK,5,0,85,5.9,7.6,.778,0.0,0.0,,5.9,7.6,.778,2.1,5.1,.417,3.4,6.4,9.7,0.8,0.8,2.1,1.3,5.9,14.0
264,Dusty Hannahs,SG,26,MEM,2,0,13,11.1,24.9,.444,5.5,8.3,.667,5.5,16.6,.333,5.5,5.5,1.000,0.0,2.8,2.8,0.0,0.0,0.0,0.0,2.8,33.2
265,Tim Hardaway Jr.,SG,27,DAL,71,58,2091,6.6,15.2,.434,3.5,8.8,.398,3.1,6.4,.485,2.6,3.1,.819,0.4,3.6,4.0,2.4,0.7,0.1,1.2,2.2,19.3
266,James Harden,SG,30,HOU,68,68,2483,9.7,22.0,.444,4.3,12.2,.355,5.4,9.7,.556,10.0,11.6,.865,1.0,5.5,6.5,7.4,1.8,0.9,4.5,3.3,33.9
267,Maurice Harkless,SF,26,TOT,62,48,1427,3.6,7.1,.502,0.9,2.5,.347,2.7,4.7,.584,1.0,1.7,.591,1.4,4.7,6.1,1.7,1.5,0.8,1.3,3.7,9.0
